...1	ola - Ola Medicion	F1 - F1. ¿Es usted la persona que administra la (s) cuenta (s) que su empresa tiene con el (los) operadores de productos o servicios móviles?	"P1 - I. MODULO INDICADORES GENERALES 
    
       1. En su empresa, ¿con qué compañías tiene contratado los servicios de telefonía celular como teléfonos o banda ancha móvil? (MÚLTILPLE; LEER OPCIONES)"	EMPTY LABEL - No Information Provided...5	P2 - P2. De las empresas con las cuales tiene contratados los servicios Móviles, nos podría decir ¿Cuál es la principal? (RESPUESTA ÚNICA)	"P3 - AHORA HABLAREMOS DE SU RELACIÓN CON ENTEL 
     
           3. Pensando en su cuenta empresa, En general, con escala 1 a 7, donde 1 = Muy insatisfecho y 7= Muy satisfecho, ¿Cuán satisfecho está Ud. con ENTEL?"	p4_COD - 4. ¿Por qué evalúa con esa nota? (sondear y profundizar) LITERAL	"P5__1 - a)	Entel es una empresa con buena imagen en general  :"	"P6 - 6.	¿Y con qué nota de 1 a 7 donde 1 es muy insatisfecho y 7 es muy satisfecho, Cómo evalúa a Entel en cuanto a la Calidad y Cobertura de las llamadas?"	"P7 - 7.	Y siguiendo la misma escala de 1 a 7 ¿Cómo evalúa a Entel en cuanto al servicio de Internet a través del celular?"	P8__1 - a) Precio del Plan en relación al mercado (Competitividad) :	P8__2 - b) Competitividad de planes en cuanto a minutos :	P8__3 - c) Competitividad de planes en cuanto a Internet Móvil o internet en su celular :	P8__4 - d) El precio de los equipos en relación al mercado. :	"P9 - 9.	Y en lo que respecta a Servicio a Clientes, ¿cuán satisfecho está con ENTEL? Escala 1 a 7"	P10__1 - Contratación de nuevas líneas :	"P10__2 - 'Consultas de la factura; como fechas de pago, montos, detalles de cobros.' :"	P10__3 - Consultas sobre el detalle de tráfico de minutos o datos de sus equipos móviles :	P10__4 - Solicitar cambio de plan :	P10__5 - Servicio Técnico por falla de equipo celular o Banda Ancha Móvil :	P10__6 - Solicitar cambio de equipo por pérdida o renovación (NO por Servicio Técnico) :	P11__1 - Contratación de nuevas líneas :	"P11__2 - 'Consultas de la factura; como fechas de pago, montos, detalles de cobros.' :"	P11__3 - Consultas sobre el detalle de tráfico de minutos o datos de sus equipos móviles :	P11__4 - Solicitar cambio de plan :	P11__5 - Servicio Técnico por falla de equipo celular o Banda Ancha Móvil :	P11__6 - Solicitar cambio de equipo por pérdida o renovación (NO por Servicio Técnico) :	P12__1 - Contratación de nuevas líneas :	"P12__2 - 'Consultas de la factura; como fechas de pago, montos, detalles de cobros.' :"	P12__3 - Consultas sobre el detalle de tráfico de minutos o datos de sus equipos móviles :	P12__4 - Solicitar cambio de plan :	P12__5 - Servicio Técnico por falla de equipo celular o Banda Ancha Móvil :	P12__6 - Solicitar cambio de equipo por pérdida o renovación (NO por Servicio Técnico) :	P13__1 - Ejecutivo asignado :	P13__2 - Equipo de ejecutivos llamado Círculo de Atención Preferente - CAP :	P13__3 - Call Center Empresa :	P13__4 - Página Web Empresa (Todos) :	P13__5 - Tiendas/ Sucursales (Todos) :	P13__6 - App administradores empresas (Todos) :	P14__1 - Ejecutivo asignado :	P14__2 - Equipo de ejecutivos llamado Círculo de Atención Preferente - CAP :	P14__3 - Call Center Empresa :	P14__4 - Página Web Empresa (Todos) :	P14__5 - Tiendas/ Sucursales (Todos) :	P14__6 - App administradores empresas (Todos) :	"P15__1 - a)	El Proceso de Facturación en general :"	"P15__2 - b)	La Exactitud de los cobros :"	"P15__3 - c)	La Claridad de la factura :"	"P15__4 - d)	La Facilidad para realizar el pago :"	"P16 - IV.	MODULO INCIDENCIAS 
             16. En los últimos 3 meses, ¿ha tenido algún problema con el servicio entregado por Entel a su empresa?"	P17_COD - 17. ¿Qué problemas ha tenido? Sondear	"P18 - LEALTAD 
         18. Utilizando una escala de 1 a 7, donde 1 significa nada dispuesto y 7 significa muy dispuesto, ¿Qué tan dispuesto estaría usted a continuar con Entel?"	P19 - 19. Pensando en este periodo de crisis Covid-19 ¿Cuan satisfecho está con ENTEL como proveedor de servicios de telecomunicaciones? Escala de 1 a 7, 99= No sabe/no responde	P20 - 20. ¿Aceptaría que Entel conozca sus respuestas y lo contactara para entender en profundidad sus requerimientos/necesidades?	SEG_CORFO	"P23 - 23.	¿Cuál es el rubro de su empresa?"	"P25 - 25.	¿Ciudad o Comuna de Ubicación de su Empresa?"	"P28 - 28.	Sexo  (No preguntar):"	"P29 - 29.	REGION (no preguntar):"	EMPTY LABEL - No Information Provided...61	EMPTY LABEL - No Information Provided...62	EMPTY LABEL - No Information Provided...63	EMPTY LABEL - No Information Provided...64	EMPTY LABEL - No Information Provided...65
dO1WOqvqkA4b	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	NA	4	Caro	4	4	4	2	4	5	4	4	No	No	No	Si	No	No	NA	NA	NA	2	NA	NA	NA	NA	NA	2.Call center	NA	NA	NA	NA	Sí	No	Sí	No	NA	NA	4	NA	4	NA	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	NO	NA	4	4	Sí	MICRO	EXTRACCIÓN Y PRODUCCION DE ALGAS	PUERTO MONTT	Hombre	REGIONES	Mas	Masivo	MICRO Y SOHO	Móvil	Stock Movil
YhdAMM16AtwQ	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	NA	6	Caro	6	6	6	Ns/Nr	Ns/Nr	Ns/Nr	Ns/Nr	6	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	Sí	No	No	NA	NA	NA	6	NA	NA	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	NO	NA	7. Muy Satisfecho	6	Sí	MICRO	Informatica	las condes	Mujer	SANTIAGO	Mas	Masivo	MICRO Y SOHO	Móvil	Stock Movil
KkY2UIZraCCF	MEDICION SEPTIEMBRE 2020	Sí	Entel,Movistar	NA	Entel	4	Mal servicio / calidad servicio,Mala cobertura	5	4	5	3	5	3	3	2	Si	No	Si	Si	No	No	5	NA	6	5	NA	NA	2.Call center	NA	3.Página Web Entel Empresas	4.En tiendas/ sucursales	NA	NA	No	No	Sí	Sí	Sí	No	NA	NA	5	6	4	NA	5	4	4	6	NO	NA	4	4	Sí	MEDIANA	SERVICIOS FORESTALES	CHILLAN	Hombre	REGIONES	MP	Mediana	MEDIANAS	Convergente	Stock Movil
ZvbY4IEUILwh	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	NA	6	Buen servicio / calidad servicio,Buena cobertura	6	6	6	6	6	4	4	4	Si	Si	Si	Si	No	No	5	3	6	5	NA	NA	2.Call center,3.Página Web Entel Empresas,4.En tiendas/ sucursales,5.App Administradores Empresa	2.Call center	2.Call center	2.Call center,3.Página Web Entel Empresas,4.En tiendas/ sucursales	NA	NA	NA	NA	Sí	Sí	Sí	Sí	NA	NA	4	6	3	6	5	2	3	6	SI	Cobros poco claros,Facturación	6	6	Sí	PEQUEÑA	ARQUITECTURA Y CONSTRUCCION	LAS CONDES	Hombre	SANTIAGO	Mas	Masivo	MICRO Y SOHO	Móvil	Stock Movil
yjiHwoQ1fk39	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	NA	5	Buen servicio / calidad servicio,Buena cobertura	6	6	6	6	5	5	5	6	No	No	No	Si	No	Si	NA	NA	NA	6	NA	6	NA	NA	NA	2.Call center	NA	2.Call center	NA	NA	Sí	Sí	No	Sí	NA	NA	5	6	NA	4	6	7. Muy Satisfecho	5	7. Muy Satisfecho	NO	NA	5	6	Sí	PEQUEÑA	ASESORIAS FINANCIERAS	VITACURA	Mujer	SANTIAGO	Mas	Masivo	MICRO Y SOHO	Convergente	Stock Movil
FyxRs8g8r5PQ	MEDICION SEPTIEMBRE 2020	Sí	Entel,Otros	VTR	Entel	5	Problemas con equipos / calidad /reposición /cambio	6	6	6	7. Muy Satisfecho	7. Muy Satisfecho	6	1. Muy Insatisfecho	6	No	No	No	No	No	Si	NA	NA	NA	NA	NA	1. Muy Insatisfecho	NA	NA	NA	NA	NA	2.Call center	NA	NA	No	No	No	Sí	NA	NA	NA	NA	NA	5	6	6	6	6	NO	NA	6	6	Sí	MICRO	ESPECTACULOS	MAIPU	Mujer	SANTIAGO	Mas	Masivo	MICRO Y SOHO	Móvil	Stock Movil
rwVRNlvKixS5	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	NA	6	Mala cobertura	7. En absoluto acuerdo	6	7. Muy Satisfecho	5	5	5	4	7. Muy Satisfecho	No	Si	No	Si	No	Si	NA	7. Muy Satisfecho	NA	7. Muy Satisfecho	NA	7. Muy Satisfecho	NA	3.Página Web Entel Empresas	NA	4.En tiendas/ sucursales	NA	4.En tiendas/ sucursales	NA	NA	Sí	Sí	Sí	No	NA	NA	6	7. Muy Satisfecho	7. Muy Satisfecho	NA	6	7. Muy Satisfecho	6	6	NO	NA	6	6	Sí	PEQUEÑA	TRANSPORTE	TALCAHUANO	Hombre	REGIONES	Mas	Masivo	MICRO Y SOHO	Convergente	Stock Movil
SsmRg2RSXAzg	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	NA	6	Buen servicio / calidad servicio	7. En absoluto acuerdo	5	5	5	5	Ns/Nr	4	6	No	No	No	Si	No	No	NA	NA	NA	7. Muy Satisfecho	NA	NA	NA	NA	NA	4.En tiendas/ sucursales	NA	NA	NA	NA	Sí	No	No	No	NA	NA	7. Muy Satisfecho	NA	NA	NA	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	NO	NA	7. Muy Satisfecho	7. Muy Satisfecho	Sí	PEQUEÑA	MEDICINA Y PSICOPEDAGOGIA	LAS CONDES	Mujer	SANTIAGO	Mas	Masivo	MICRO Y SOHO	Móvil	Stock Movil
0OJw9f9XHZC6	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	NA	4	Mal servicio / calidad servicio	5	5	3	5	5	3	4	4	No	Si	No	Si	No	No	NA	4	NA	2	NA	NA	NA	3.Página Web Entel Empresas,5.App Administradores Empresa	NA	5.App Administradores Empresa	NA	NA	NA	NA	Sí	No	Sí	No	NA	NA	5	NA	6	NA	2	6	2	2	SI	Mala señal	5	5	Sí	MICRO	SERVICIO CONSTRUCTORA AGRÍCOLA Y FORESTAL	SAN JAVIER	Hombre	REGIONES	Mas	Masivo	MICRO Y SOHO	Móvil	Stock Movil
w8RBcLl44Fq6	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	NA	7. Muy Satisfecho	No Sabe/ No responde	7. En absoluto acuerdo	7. Muy Satisfecho	6	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	6	No	No	No	No	No	Si	NA	NA	NA	NA	NA	7. Muy Satisfecho	NA	NA	NA	NA	NA	2.Call center	NA	NA	Sí	Sí	Sí	Sí	NA	NA	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	6	6	6	6	NO	NA	7. Muy Satisfecho	7. Muy Satisfecho	Sí	PEQUEÑA	Productora	Las Condes	Mujer	SANTIAGO	Mas	Masivo	MICRO Y SOHO	Móvil	Stock Movil
6pEK122XrVjf	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	NA	5	Mal servicio internet / señal	5	5	6	5	5	5	5	6	No	Si	Si	No	No	No	NA	5	5	NA	NA	NA	NA	3.Página Web Entel Empresas	3.Página Web Entel Empresas	NA	NA	NA	No	No	No	No	No	Sí	NA	NA	NA	NA	NA	6	5	5	6	6	NO	NA	6	6	Sí	MEDIANA	OBRAS CIVILES	ANTAFAGASTA	Mujer	REGIONES	MV	Mediana	MEDIANAS	Móvil	Stock Movil
zODWyTXvkg6A	MEDICION SEPTIEMBRE 2020	Sí	Entel,Movistar	NA	Entel	6	Mala atencion con ejecutivos	7. En absoluto acuerdo	6	6	6	7. Muy Satisfecho	6	6	5	Si	Si	No	Si	No	Si	7. Muy Satisfecho	7. Muy Satisfecho	NA	6	NA	5	1.Ejecutivo asignado para su empresa	1.Ejecutivo asignado para su empresa	NA	1.Ejecutivo asignado para su empresa	NA	1.Ejecutivo asignado para su empresa	Sí	NA	Sí	No	No	Sí	6	NA	5	NA	NA	7. Muy Satisfecho	5	7. Muy Satisfecho	4	6	NO	NA	7. Muy Satisfecho	7. Muy Satisfecho	Sí	GGEE	INGENIERIA.	LOS ANDES.	Hombre	REGIONES	AP	GGEE	EMPRESAS	Móvil	Stock Movil
4TCaPEaocWVh	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	NA	1. Muy Insatisfecho	No solucionan problemas	5	5	3	4	4	5	5	1. Muy Insatisfecho	No	Si	Si	Si	No	No	NA	4	4	4	NA	NA	NA	2.Call center	5.App Administradores Empresa	2.Call center	NA	NA	NA	NA	Sí	Sí	No	Sí	NA	NA	2	6	NA	3	1. Muy Insatisfecho	1. Muy Insatisfecho	1. Muy Insatisfecho	1. Muy Insatisfecho	SI	Facturación	1. Muy Insatisfecho	1. Muy Insatisfecho	Sí	PEQUEÑA	Articulos deportivos	Santiago	Hombre	SANTIAGO	Mas	Masivo	MICRO Y SOHO	Móvil	Stock Movil
4nlVkUr7ZS6A	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	NA	6	Buena cobertura,Buen servicio / calidad servicio,Cambios de planes arbitrarios	6	7. Muy Satisfecho	6	5	6	6	5	6	No	No	Si	No	No	No	NA	NA	7. Muy Satisfecho	NA	NA	NA	NA	NA	2.Call center	NA	NA	NA	NA	NA	Sí	Sí	No	Sí	NA	NA	7. Muy Satisfecho	5	NA	5	6	7. Muy Satisfecho	6	7. Muy Satisfecho	NO	NA	6	7. Muy Satisfecho	Sí	MICRO	CONSULTORIA	COYAHIQUE	Hombre	REGIONES	Mas	Masivo	MICRO Y SOHO	Móvil	Stock Movil
mit38OlQ9rF4	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	NA	4	Caro	5	6	5	3	5	5	5	5	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	No	No	NA	NA	NA	NA	NA	NA	6	4	6	7. Muy Satisfecho	NO	NA	4	5	Sí	PEQUEÑA	SALUD	VILLA RICA	Hombre	REGIONES	Mas	Masivo	MICRO Y SOHO	Móvil	Stock Movil
BGs8JS4idVwr	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	NA	6	Mala atencion con ejecutivos	7. En absoluto acuerdo	7. Muy Satisfecho	6	6	Ns/Nr	6	7. Muy Satisfecho	7. Muy Satisfecho	Si	No	No	No	No	No	7. Muy Satisfecho	NA	NA	NA	NA	NA	1.Ejecutivo asignado para su empresa	NA	NA	NA	NA	NA	Sí	NA	No	No	No	Sí	7. Muy Satisfecho	NA	NA	NA	NA	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	NO	NA	7. Muy Satisfecho	7. Muy Satisfecho	Sí	GGEE	RETAIL.	VITAVURA	Hombre	SANTIAGO	AV	GGEE	GRANDES CUENTAS	Móvil	Stock Movil
AtjI1Rx76r8O	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	NA	7. Muy Satisfecho	No ha tenido problemas,Buena cobertura,Buen servicio / calidad servicio	7. En absoluto acuerdo	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	Ns/Nr	7. Muy Satisfecho	Si	Si	Si	Si	No	Si	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	NA	7. Muy Satisfecho	3.Página Web Entel Empresas	3.Página Web Entel Empresas	3.Página Web Entel Empresas	3.Página Web Entel Empresas	NA	3.Página Web Entel Empresas	Sí	NA	No	Sí	No	No	7. Muy Satisfecho	NA	NA	7. Muy Satisfecho	NA	NA	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	NO	NA	7. Muy Satisfecho	7. Muy Satisfecho	Sí	GGEE	SEGURIDAD PRIVADA Y ADMINISTRACION DE SERVICIOS COMERCIALES	PROVIDENCIA	Hombre	SANTIAGO	AP	GGEE	EMPRESAS	Convergente	Stock Movil
HO7Agki61wWt	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	NA	6	Mala señal,Demora atención telefónica	6	7. Muy Satisfecho	7. Muy Satisfecho	6	7. Muy Satisfecho	6	7. Muy Satisfecho	7. Muy Satisfecho	Si	No	Si	Si	No	Si	7. Muy Satisfecho	NA	7. Muy Satisfecho	7. Muy Satisfecho	NA	7. Muy Satisfecho	4.En tiendas/ sucursales	NA	2.Call center	2.Call center	NA	4.En tiendas/ sucursales	NA	NA	Sí	No	Sí	No	NA	NA	7. Muy Satisfecho	NA	7. Muy Satisfecho	NA	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	NO	NA	7. Muy Satisfecho	7. Muy Satisfecho	Sí	PEQUEÑA	CONTRUCCION	LA CISTERNA	Hombre	SANTIAGO	Mas	Masivo	MICRO Y SOHO	Móvil	Stock Movil
OOIafdkdCQB3	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	NA	6	Mala cobertura,Mala señal	7. En absoluto acuerdo	6	6	6	6	6	6	6	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	No	No	NA	NA	NA	NA	NA	NA	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	SI	Cortes de servicios	7. Muy Satisfecho	6	Sí	PEQUEÑA	COMUNICACIONES	LA FLORIDA	Hombre	SANTIAGO	Mas	Masivo	MICRO Y SOHO	Convergente	Stock Movil
jLaRxkX2Wmjg	MEDICION SEPTIEMBRE 2020	Sí	Entel,Movistar	NA	Entel	6	Siempre se puede mejorar	7. En absoluto acuerdo	7. Muy Satisfecho	6	5	Ns/Nr	5	6	7. Muy Satisfecho	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	No	No	NA	NA	NA	NA	NA	NA	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	NO	NA	6	6	Sí	MICRO	VENTA DE BICICLETAS	PROVIDENCIA	Hombre	SANTIAGO	Mas	Masivo	MICRO Y SOHO	Convergente	Stock Movil
0OdSLlD7kcA8	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	NA	7. Muy Satisfecho	Buena conexión / conectividad,No ha tenido problemas,Buena atencion,Cobros claros	6	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	No	No	No	No	No	Si	NA	NA	NA	NA	NA	7. Muy Satisfecho	NA	NA	NA	NA	NA	2.Call center	NA	NA	No	Sí	No	Sí	NA	NA	NA	7. Muy Satisfecho	NA	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	NO	NA	7. Muy Satisfecho	7. Muy Satisfecho	Sí	PEQUEÑA	Fabricación de partes y piezas	Región de Arica y Parinacota, comuna Arica	Hombre	REGIONES	Mas	Masivo	MICRO Y SOHO	Móvil	Stock Movil
8sFOeoZKyY1k	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	NA	6	Buenos precios / precios adecuados	7. En absoluto acuerdo	6	7. Muy Satisfecho	6	7. Muy Satisfecho	7. Muy Satisfecho	5	6	No	Si	No	No	No	No	NA	7. Muy Satisfecho	NA	NA	NA	NA	NA	3.Página Web Entel Empresas	NA	NA	NA	NA	NA	NA	No	Sí	No	No	NA	NA	NA	7. Muy Satisfecho	NA	NA	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	6	NO	NA	7. Muy Satisfecho	7. Muy Satisfecho	Sí	MEDIANA	TRANSPORTE	CHILLAN VIEJO	Hombre	REGIONES	MasPrem	Masivo Premium	PEQUENAS	Convergente	Stock Movil
QIDahz0duhLu	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	NA	5	Mala cobertura	6	5	5	7. Muy Satisfecho	6	6	Ns/Nr	7. Muy Satisfecho	No	Si	Si	Si	No	No	NA	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	NA	NA	NA	5.App Administradores Empresa	5.App Administradores Empresa	2.Call center	NA	NA	NA	NA	Sí	Sí	No	Sí	NA	NA	7. Muy Satisfecho	7. Muy Satisfecho	NA	6	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	SI	Cobertura sin especificar,Mala señal,Disminución velocidad datos	7. Muy Satisfecho	5	Sí	MEDIANA	VENTAS DE MONITOREO AMBIENTAL	SANTIAGO	Hombre	SANTIAGO	Mas	Masivo	MICRO Y SOHO	Convergente	Stock Movil
RliyZlzooLFA	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	NA	4	Lentas respuestas a solución de problemas	4	6	6	5	5	5	3	4	No	No	No	Si	No	Si	NA	NA	NA	5	NA	4	NA	NA	NA	1.Ejecutivo asignado para su empresa	NA	1.Ejecutivo asignado para su empresa	Sí	No	Sí	No	No	No	5	NA	4	NA	NA	NA	7. Muy Satisfecho	4	4	5	NO	NA	5	5	Sí	MEDIANA	consultoría	providencia	Hombre	SANTIAGO	MP	Mediana	MEDIANAS	Móvil	Stock Movil
8E6yviGQPxhx	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	NA	6	Buen servicio / calidad servicio,Solucionan requerimientos	6	6	6	5	5	6	5	6	No	No	Si	No	No	No	NA	NA	7. Muy Satisfecho	NA	NA	NA	NA	NA	3.Página Web Entel Empresas	NA	NA	NA	NA	NA	No	No	No	No	NA	NA	NA	NA	NA	NA	6	6	6	7. Muy Satisfecho	NO	NA	6	6	Sí	MICRO	consultoria	valparaiso	Mujer	REGIONES	Mas	Masivo	MICRO Y SOHO	Móvil	Stock Movil
FXr7QVXJUmZ7	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	NA	6	Mala señal	7. En absoluto acuerdo	6	6	7. Muy Satisfecho	7. Muy Satisfecho	5	5	5	No	No	No	No	No	Si	NA	NA	NA	NA	NA	1. Muy Insatisfecho	NA	NA	NA	NA	NA	4.En tiendas/ sucursales	No	No	Sí	No	Sí	No	NA	NA	5	NA	1. Muy Insatisfecho	NA	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	NO	NA	7. Muy Satisfecho	7. Muy Satisfecho	Sí	MICRO	AGRICOLA	CASA BLANCA	Hombre	REGIONES	MV	Mediana	MEDIANAS	Móvil	Stock Movil
nc0Q8K4XskPQ	MEDICION SEPTIEMBRE 2020	Sí	Entel,Claro,Movistar	NA	Entel	5	Mala cobertura	6	5	5	6	6	6	4	6	Si	Si	Si	Si	No	No	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	NA	NA	1.Ejecutivo asignado para su empresa	3.Página Web Entel Empresas	3.Página Web Entel Empresas	1.Ejecutivo asignado para su empresa	NA	NA	Sí	NA	No	Sí	No	Sí	7. Muy Satisfecho	NA	NA	6	NA	6	6	7. Muy Satisfecho	7. Muy Satisfecho	6	SI	Cobertura sin especificar	5	5	Sí	GGEE	constructora	talca	Hombre	REGIONES	AV	GGEE	GRANDES CUENTAS	Móvil	Stock Movil
HChe5XxryQYB	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	NA	5	Cambios de planes arbitrarios,Mal servicio internet / señal	7. En absoluto acuerdo	4	3	6	6	6	5	5	No	No	No	Si	No	No	NA	NA	NA	2	NA	NA	NA	NA	NA	2.Call center	NA	NA	No	Sí	Sí	No	No	No	NA	3	3	NA	NA	NA	6	6	4	7. Muy Satisfecho	SI	Problemas con cambio de planes,Demora en respuestas	4	4	Sí	MEDIANA	MUEBLES	PUERTO VARAS	Mujer	REGIONES	MP	Mediana	MEDIANAS	Móvil	Stock Movil
9GGn0VeVXbEa	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	NA	7. Muy Satisfecho	Buen servicio / calidad servicio	7. En absoluto acuerdo	6	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	6	5	7. Muy Satisfecho	No	Si	No	Si	No	No	NA	7. Muy Satisfecho	NA	7. Muy Satisfecho	NA	NA	NA	4.En tiendas/ sucursales	NA	4.En tiendas/ sucursales	NA	NA	NA	NA	No	No	Sí	No	NA	NA	NA	NA	7. Muy Satisfecho	NA	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	NO	NA	7. Muy Satisfecho	6	Sí	PEQUEÑA	servicios técnico domiciliario	macul	Hombre	SANTIAGO	Mas	Masivo	MICRO Y SOHO	Móvil	Stock Movil
gonQIL3pVztJ	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	NA	7. Muy Satisfecho	Buena atencion,Buena cobertura	7. En absoluto acuerdo	7. Muy Satisfecho	7. Muy Satisfecho	6	7. Muy Satisfecho	7. Muy Satisfecho	6	7. Muy Satisfecho	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	No	No	NA	NA	NA	NA	NA	NA	6	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	NO	NA	7. Muy Satisfecho	7. Muy Satisfecho	Sí	PEQUEÑA	AGRICOLA	CURICO	Hombre	REGIONES	Mas	Masivo	MICRO Y SOHO	Móvil	Stock Movil
3LHbZBI6LxXk	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	NA	5	Mala cobertura	6	4	1. Muy Insatisfecho	5	5	5	5	1. Muy Insatisfecho	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sí	Sí	No	No	NA	NA	1. Muy Insatisfecho	5	NA	NA	6	5	6	6	SI	Cobertura de internet	7. Muy Satisfecho	5	Sí	PEQUEÑA	MAQUINARIA	REGION DE LOS RIOS COMUNA PAYACO	Mujer	REGIONES	MasPrem	Masivo Premium	PEQUENAS	Móvil	Stock Movil
LmQAuojEIM4W	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	NA	7. Muy Satisfecho	Disponibilidad del ejecutivo,Buena atencion	7. En absoluto acuerdo	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	6	6	6	7. Muy Satisfecho	No	Si	Si	No	No	No	NA	7. Muy Satisfecho	7. Muy Satisfecho	NA	NA	NA	NA	3.Página Web Entel Empresas	3.Página Web Entel Empresas	NA	NA	NA	No	NA	No	Sí	No	No	NA	NA	NA	7. Muy Satisfecho	NA	NA	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	NO	NA	7. Muy Satisfecho	7. Muy Satisfecho	Sí	GGEE	AGRICOLA	CHILLAN	Mujer	REGIONES	AP	GGEE	EMPRESAS	Móvil	Stock Movil
vvDy6Nk3Bwgs	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	NA	5	Caro	7. En absoluto acuerdo	6	6	4	5	5	Ns/Nr	5	No	Si	No	Si	No	Si	NA	6	NA	6	NA	1. Muy Insatisfecho	NA	4.En tiendas/ sucursales	NA	4.En tiendas/ sucursales	NA	4.En tiendas/ sucursales	NA	NA	No	No	No	No	NA	NA	NA	NA	NA	NA	6	4	6	6	NO	NA	6	6	Sí	MICRO	COMPRA Y VENTA DE MAQUINARIA	TALCA	Mujer	REGIONES	Mas	Masivo	MICRO Y SOHO	Móvil	Stock Movil
