encriptado	P3 Pensando en su cuenta empresa, En general, con escala 1 a 7, donde 1 = Muy insatisfecho y 7 = Muy satisfecho, ¿Cuán satisfecho está usted con Entel?	P4 ¿Por qué evalúa con esa nota?	SEG_CORFO	Rubro	Ciudad_comuna	sex_enc	Regionx	SEG_GOL
QrdwF54slN9D	7	No ha tenido problemas,Buen servicio internet	PEQUEÑA	NA	NA	Hombre	SANTIAGO	Mas
QrdwF54slN9D	5	Mal servicio postventa	GGEE	NA	NA	Hombre	SANTIAGO	MP
QrdwF54slN9D	7	Buen servicio / calidad servicio	MICRO	NA	NA	Hombre	REGIONES	Mas
QrdwF54slN9D	5	Mala señal	GGEE	NA	NA	Hombre	REGIONES	Mas
QrdwF54slN9D	6	Buen servicio / calidad servicio	MICRO	NA	NA	Hombre	REGIONES	Mas
QrdwF54slN9D	6	Buena atencion	GGEE	NA	NA	Hombre	SANTIAGO	AV
QrdwF54slN9D	7	Buen servicio / calidad servicio	MEDIANA	NA	NA	Hombre	REGIONES	Mas
QrdwF54slN9D	5	Mal servicio internet / señal	MICRO	NA	NA	Hombre	REGIONES	Mas
QrdwF54slN9D	6	Demora atención telefónica	MEDIANA	NA	NA	Mujer	REGIONES	MP
QrdwF54slN9D	6	Mala señal	MEDIANA	NA	NA	Hombre	REGIONES	MP
QrdwF54slN9D	7	Buen servicio / calidad servicio,Buena cobertura	PEQUEÑA	NA	NA	Hombre	REGIONES	Mas
QrdwF54slN9D	5	Mala atención,Lentas respuestas a solución de problemas	MICRO	NA	NA	Hombre	REGIONES	Mas
QrdwF54slN9D	7	Buen servicio / calidad servicio	MEDIANA	NA	NA	Hombre	SANTIAGO	Mas
QrdwF54slN9D	6	Mala atención	PEQUEÑA	NA	NA	Mujer	REGIONES	Mas
QrdwF54slN9D	7	Rápidas respuestas	GGEE	NA	NA	Hombre	REGIONES	AP
QrdwF54slN9D	4	No solucionan problemas	MEDIANA	NA	NA	Hombre	REGIONES	AP
QrdwF54slN9D	5	Mal servicio internet / señal,Malas señal telefónica	PEQUEÑA	NA	NA	Hombre	SANTIAGO	Mas
QrdwF54slN9D	5	Mala cobertura,Mal servicio internet / señal	PEQUEÑA	NA	NA	Mujer	REGIONES	MP
QrdwF54slN9D	5	Caro,Malas conexiones /conectividad	GGEE	NA	NA	Mujer	SANTIAGO	MV
QrdwF54slN9D	6	Caro	PEQUEÑA	NA	NA	Mujer	SANTIAGO	Mas
QrdwF54slN9D	7	Buena conexión / conectividad,Buena atencion	MEDIANA	NA	NA	Mujer	SANTIAGO	MP
QrdwF54slN9D	5	Mala cobertura,Mala señal	MICRO	NA	NA	Hombre	REGIONES	Mas
QrdwF54slN9D	6	Buena cobertura	MICRO	NA	NA	Hombre	REGIONES	Mas
QrdwF54slN9D	6	No ha tenido problemas	PEQUEÑA	NA	NA	Hombre	REGIONES	Mas
QrdwF54slN9D	6	Buen servicio internet,Problema facturación	MICRO	NA	NA	Mujer	SANTIAGO	Mas
QrdwF54slN9D	6	Caro	MICRO	NA	NA	Mujer	REGIONES	Mas
QrdwF54slN9D	7	Buen servicio / calidad servicio	MICRO	NA	NA	Hombre	REGIONES	Mas
QrdwF54slN9D	5	Mal servicio / calidad servicio,Mala señal	MICRO	NA	NA	Mujer	SANTIAGO	Mas
QrdwF54slN9D	7	Buena señal	PEQUEÑA	NA	NA	Hombre	SANTIAGO	Mas
QrdwF54slN9D	5	Demora atención telefónica,Caro	MICRO	NA	NA	Hombre	SANTIAGO	Mas
QrdwF54slN9D	7	Buen servicio / calidad servicio,Buena cobertura,Facturación	MICRO	NA	NA	Mujer	REGIONES	Mas
QrdwF54slN9D	6	Mal servicio / calidad servicio	GGEE	NA	NA	Hombre	REGIONES	MP
QrdwF54slN9D	7	Buena cobertura,Buen servicio internet	PEQUEÑA	NA	NA	Hombre	REGIONES	Mas
QrdwF54slN9D	6	No ha tenido problemas,Solucionan requerimientos,Buenos precios / precios adecuados	PEQUEÑA	NA	NA	Hombre	REGIONES	Mas
QrdwF54slN9D	4	Cambios de planes arbitrarios,Mala atencion con ejecutivos	MEDIANA	NA	NA	Mujer	SANTIAGO	AP
QrdwF54slN9D	2	Mal servicio / calidad servicio	PEQUEÑA	NA	NA	Hombre	SANTIAGO	Mas
QrdwF54slN9D	3	Mal servicio / calidad servicio	GGEE	NA	NA	Hombre	SANTIAGO	MV
QrdwF54slN9D	7	No ha tenido problemas	MICRO	NA	NA	Hombre	SANTIAGO	Mas
QrdwF54slN9D	3	Caro	MICRO	NA	NA	Hombre	REGIONES	Mas
QrdwF54slN9D	6	Buen servicio / calidad servicio	MEDIANA	NA	NA	Hombre	REGIONES	MP
QrdwF54slN9D	7	Buena señal,Solucionan requerimientos	MICRO	NA	NA	Mujer	SANTIAGO	Mas
QrdwF54slN9D	5	Mala cobertura,Mal servicio internet / señal	GGEE	NA	NA	Hombre	SANTIAGO	MasPrem
